episode,edge,capacity
3,34,7.787882639920337
3,35,5.722394163268074
3,36,10.082524691152393
3,37,6.211192454078224
3,38,8.505392156454583
3,39,5.232320260857193
3,40,5.730559754622799
3,41,10.055531725925512
3,42,7.9647783247137935
3,43,9.15449577378973
3,44,7.099123522432991
3,45,10.288284625078486
3,46,5.970185497311641
3,47,6.2485107514457034
3,48,8.313922053122393
3,49,8.91821424302467
3,50,6.067149960909478
3,51,5.662665624115892
3,52,10.642811689057643
3,53,10.449246397313598
3,54,8.851084967220674
3,55,9.852522430907008
3,56,9.238376048401484
3,57,9.320522992823246
3,58,5.621311953580645
3,59,6.452933769534598
3,60,8.179149336551966
3,61,8.49000558635534
4,0,6.89602691655844
4,1,6.1434034124405
4,2,9.287000838477345
4,3,9.34613191511891
4,4,6.311099470895121
4,5,9.473868959117596
4,6,6.769937745195946
4,7,9.214061852860027
4,8,7.699842780585334
4,9,8.094680177580672
4,10,9.908596820714338
4,11,8.008232033612503
4,12,6.856309724571369
4,13,6.740925247434975
4,14,8.626468763426788
4,15,7.059338716850712
4,16,5.351488439474036
4,17,10.213875589448184
4,18,9.661002708722082
4,19,9.21746576358813
4,20,7.559760859147558
4,21,10.58150230534963
4,22,8.154006410800674
4,23,5.745910331191704
4,24,8.847942241696364
4,25,8.676932536551194
4,26,7.954525897336866
4,27,10.389798646915823
4,28,8.82932307739494
4,29,8.707303622323114
4,30,9.226592323082398
4,31,8.089147160194118
4,32,5.70453590376677
4,33,9.27667649872206
4,34,8.921494821449304
4,35,8.994329767407097
4,36,10.624925144849406
4,37,7.718048228641563
4,38,8.772102856585919
4,39,10.776532906675303
4,40,6.655374737821537
4,41,6.399438885944693
4,42,8.161201868921019
4,43,9.079183648728046
4,44,7.32643769058922
4,45,5.311656418543597
4,46,9.60289936843949
4,47,9.716022450396876
4,48,9.077981978574098
4,49,5.452144579336927
4,50,7.898225635655973
4,51,8.725799203191983
4,52,6.482184092852061
4,53,6.129731552718308
4,54,9.345718583797625
4,55,5.974753421332591
4,56,9.260634014318232
4,57,10.608732808151265
4,58,8.523467427288535
4,59,6.621175471841207
4,60,8.693362232249088
4,61,8.164497709929346
5,0,10.786312000340562
5,1,9.188735332222087
5,2,7.746778992513045
5,3,7.209922759743629
5,4,6.516429764000225
5,5,10.549808788321664
5,6,9.758254759583696
5,7,9.210543529523726
5,8,7.736430950465141
5,9,9.729203744055557
5,10,7.377859840774695
5,11,8.084282301622384
5,12,10.509390774406064
5,13,10.099628389024783
5,14,5.716454675281195
5,15,10.678371604920052
5,16,8.010692055371004
5,17,9.944211014383315
5,18,7.9209634401813505
5,19,6.705733899614892
5,20,10.28515966917915
5,21,5.427704808683112
5,22,6.746558416750464
5,23,6.654733407742753
5,24,8.520852792795452
5,25,7.001762578949765
5,26,7.157025181374442
5,27,8.953732505489464
5,28,10.40753975494557
5,29,6.3700053435115525
5,30,8.469300100063094
5,31,5.5289408755697735
5,32,9.806935939620967
5,33,10.523623052616934
5,34,10.291389017074556
5,35,9.643098385543402
5,36,7.078263022439031
5,37,8.684320947792951
5,38,7.505080808496693
5,39,6.005330834247107
5,40,6.908765479814996
5,41,8.340469081306924
5,42,6.202672385278805
5,43,6.711149083169778
5,44,10.728042932388105
5,45,5.9044800900268655
5,46,6.217882391101969
5,47,9.45031411446093
5,48,8.898357736265709
5,49,9.201114663024141
5,50,7.874251189018795
5,51,6.313544898860406
5,52,7.30927417787798
5,53,10.195000420342621
5,54,9.175172670198686
5,55,5.308743683726046
5,56,5.440502632369368
5,57,9.629748030774465
5,58,10.704897271076586
5,59,9.70892763456721
5,60,8.090264405696457
5,61,9.862139293046136
6,0,6.16784616997398
6,1,10.44968957620653
6,2,6.6085147749965145
6,3,6.519125988366962
6,4,7.424699081772608
6,5,8.892157806038627
6,6,6.338740354715036
6,7,6.182964906936981
6,8,7.3503664305397285
6,9,8.456197467482458
6,10,10.083019830252427
6,11,7.625302975233005
6,12,6.426226880207519
6,13,7.249860086493086
6,14,5.834849055651958
6,15,9.333325228629958
6,16,9.02984040294607
6,17,7.187941923327706
6,18,10.336433129035711
6,19,7.487384246436382
6,20,9.672870158546901
6,21,6.567859432183413
6,22,5.883128301546047
6,23,9.983387946026136
6,24,10.367789450444311
6,25,8.127810205103744
6,26,6.381116180706268
6,27,9.548246537034949
6,28,7.043512796737598
6,29,6.157907369962416
6,30,10.758925868749683
6,31,5.27773080178102
6,32,7.610113669386624
6,33,8.854759438802603
6,34,10.233972029957455
6,35,8.748313020857847
6,36,10.425882317084906
6,37,7.976300085792224
6,38,7.203339576847467
6,39,5.431776141017366
6,40,9.606795525097086
6,41,6.750151375870306
6,42,5.505231593425757
6,43,8.683935427053282
6,44,9.642049685473308
6,45,8.647409686144847
6,46,8.622779641053503
6,47,8.49831135322055
6,48,10.149255174274987
6,49,10.203325453115836
6,50,5.986381168467771
6,51,7.814941289728472
6,52,10.71938249071283
6,53,9.750349150612683
6,54,9.599420559986182
6,55,7.626577510132718
6,56,7.308756041628187
6,57,7.503432170720487
6,58,7.1705894526788665
6,59,6.175794843477766
6,60,7.173444281604089
6,61,10.00566711736749
7,0,9.902280404420761
7,1,8.153942562405803
7,2,9.547815565996665
7,3,10.545900553387964
7,4,6.654468946821467
7,5,7.718809080297659
7,6,5.7375975289461545
7,7,6.990874039793857
7,8,6.094014416823151
7,9,6.60454727099442
7,10,8.311375133947239
7,11,7.4134794938734725
7,12,6.672780111411383
7,13,6.154810723884707
7,14,7.802375580442054
7,15,6.726953113466692
7,16,7.2223547282240705
7,17,9.15287618625419
7,18,10.095296389988752
7,19,9.45116238702655
7,20,8.821097883000107
7,21,8.217142615205132
7,22,6.926703485402475
7,23,8.745938622504264
7,24,10.558013146018835
7,25,9.574656431067872
7,26,9.05756868624659
7,27,10.446595709109666
7,28,7.465556327086095
7,29,7.485618681622403
7,30,7.550411650034998
7,31,6.98330141178138
7,32,8.351188674707263
7,33,10.634205415618377
7,34,9.668396508212112
7,35,8.749116599092595
7,36,5.563761802673708
7,37,8.699177806883892
7,38,8.634758740863058
7,39,10.201554042124773
7,40,8.722993985685832
7,41,9.211320770023603
7,42,9.202285240599053
7,43,6.8200056433856355
7,44,6.11096816294152
7,45,8.14911148958979
7,46,10.192172083454944
7,47,10.6866696688341
7,48,9.964500358281676
7,49,6.17803350749193
7,50,9.139505464536322
7,51,9.962744704584185
7,52,9.779136922488718
7,53,10.27339515218819
7,54,6.530157845903149
7,55,8.167022062873269
7,56,7.59948548664126
7,57,6.868079963977689
7,58,6.613193935889804
7,59,5.332454732094913
7,60,10.439284928531738
7,61,9.516059493866887
8,0,7.804443689554078
8,1,8.941797980018912
8,2,7.290372460719425
8,3,10.730817200453924
8,4,5.2792091128212215
8,5,9.552455526710238
8,6,7.189227415914914
8,7,7.642505215869291
8,8,7.506328891161803
8,9,8.107982203081026
8,10,10.540628241773788
8,11,7.764426559153075
8,12,9.703045678625498
8,13,9.923182902464966
8,14,7.096270758072942
8,15,8.58303545614316
8,16,7.393264666214202
8,17,6.644912208449631
8,18,8.227259133325017
8,19,5.718549390840344
8,20,9.115354275340934
8,21,9.166530767212175
8,22,6.50387918825505
8,23,10.005532301513178
8,24,5.870086893401947
8,25,5.942405238290663
8,26,6.352376327450787
8,27,6.846613376927804
8,28,5.7972295480978815
8,29,6.123416675794444
8,30,8.993777964361906
8,31,10.68761424333436
8,32,9.727485410158916
8,33,10.499059742369672
8,34,9.46986000230988
8,35,9.409918343153093
8,36,10.288720625571802
8,37,7.520190397711182
8,38,7.047304208200046
8,39,10.656340513311092
8,40,10.677445067123868
8,41,5.374060844189302
8,42,7.035771892800259
8,43,8.321961768877843
8,44,8.31174891172447
8,45,7.667500574368844
8,46,9.238914686932546
8,47,6.3999256213236135
8,48,9.974604236055931
8,49,9.000443270740336
8,50,8.444235857713911
8,51,9.458906642653305
8,52,10.067264137962791
8,53,9.778311255976442
8,54,10.637392651872629
8,55,6.61260435328857
8,56,7.680789149215984
8,57,7.389541770326863
8,58,5.853864255306563
8,59,9.98489668441053
8,60,9.1871484888229
8,61,7.968435608366019
9,0,7.88012561672799
9,1,5.616767756590908
9,2,5.240606477914051
9,3,9.115827160117902
9,4,10.210272442328423
9,5,8.335829219498855
9,6,7.7993824496902775
9,7,8.647030505825299
9,8,5.633540586159601
9,9,8.916365210225138
9,10,6.0207411394596715
9,11,7.572463611788408
9,12,8.152129388698572
9,13,8.96547465572583
9,14,9.863042854954086
9,15,6.26731708614323
9,16,7.154690995635524
9,17,6.783261324053807
9,18,7.305865636206932
9,19,8.657756572726433
9,20,9.357314399732337
9,21,5.532012474629115
9,22,9.079185758414969
9,23,9.371166572702005
9,24,6.040913710907048
9,25,8.409459407044006
9,26,8.954516586437997
9,27,8.649623971759135
9,28,5.351584673801795
9,29,8.28449072931997
9,30,8.642496601901401
9,31,8.460931224807242
9,32,9.27653418787361
9,33,8.160343059671073
9,34,6.961167841944871
9,35,8.246419567768664
9,36,6.119128486006632
9,37,9.218807113865866
9,38,5.8067704506436595
9,39,9.710314067485697
9,40,6.426349290777358
9,41,5.949373436399737
9,42,8.043218432398726
9,43,7.414149336811977
9,44,6.427126443441143
9,45,7.56452024977648
9,46,5.780136542835167
9,47,9.006721304702126
9,48,5.708494945198142
9,49,6.550421635131693
9,50,7.586004975049733
9,51,7.7392570868195465
9,52,5.724523838170642
9,53,7.1164071879853
9,54,6.7620381592880205
9,55,5.67522744711583
9,56,8.89930946649742
9,57,7.778457574040717
9,58,6.748547412441915
9,59,7.301979267553376
9,60,8.920814242349472
9,61,7.120342184591056
10,0,8.766985449000144
10,1,6.710805597077674
10,2,5.42945173404269
10,3,5.2925547589597635
10,4,9.754313339521525
10,5,10.311431232755242
10,6,8.597160344296206
10,7,9.285180741510391
10,8,8.244299952206369
10,9,10.436405573211502
10,10,9.76877990308058
10,11,5.215335600952829
10,12,10.001463948890388
10,13,5.3880792217106
10,14,9.286070500007687
10,15,6.1836714753743305
10,16,10.033801965159364
10,17,8.232182833394914
10,18,6.878386587009355
10,19,7.5670484387068875
10,20,5.358590158414593
10,21,5.8959863483975585
10,22,8.95549672228433
10,23,8.824261264815801
10,24,8.646156624295022
10,25,7.348594303866547
10,26,10.784375640419581
10,27,10.692677897146888
10,28,9.03903511309189
10,29,8.84257194709977
10,30,9.055301691197265
10,31,7.377959974282981
10,32,5.956540428125503
10,33,9.240334705086857
10,34,8.141984205864064
10,35,6.937354503130152
10,36,7.920678009458019
10,37,10.1811318723544
10,38,10.430643689354998
10,39,7.203653101570794
10,40,8.40056705208666
10,41,7.002468590025276
10,42,8.528080169118303
10,43,7.092302862839946
10,44,7.393066402957703
10,45,10.185536371226837
10,46,6.472082523786927
10,47,8.689848010241837
10,48,5.670485924061355
10,49,9.862807226859028
10,50,9.607750521936627
10,51,6.540468880760532
10,52,10.10831169253994
10,53,5.527980994909088
10,54,7.082255539055698
10,55,6.041565014611098
10,56,7.721900453236007
10,57,9.659415913608848
10,58,6.491596370364986
10,59,5.491319285960694
10,60,7.465490303000558
10,61,6.31167304925183
